seg_id,within_period,use,type,parameter,fraction,units,n_samples_collected,n_years_sampled,n_exceedances,n_years_w_exceedances,n_no_result_value_provided,n_threshold_data_absent,notes
1104-0162,FALSE,source_of_water_supply,health_water-source,nitrate_nitrite,total,ug/l,2,1,0,0,0,0,none
1104-0162,FALSE,source_of_water_supply,health_water-source,sulfate,total,ug/l,2,1,0,0,0,0,none
1104-0167,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,4,2,0,0,0,4,none
1104-0173,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,8,2,0,0,0,7,none
1104-0173,TRUE,fishing,aquatic_chronic,nitrite,total,ug/l,2,1,0,0,0,0,none
1104-0173,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,5,2,3,2,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
1104-0173,TRUE,fishing,none,ph,total,ph_units,5,2,3,1,0,0,none
1104-0173,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,2,2,0,0,0,0,none
1104-0173,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,2,2,0,0,0,0,none
1104-0173,TRUE,source_of_water_supply,aesthetic_water-supply,iron,total,ug/l,4,2,3,2,0,0,none
1104-0173,TRUE,source_of_water_supply,aesthetic_water-supply,manganese,total,ug/l,4,2,0,0,0,0,none
1104-0173,TRUE,source_of_water_supply,health_water-source,ammonia,total,ug/l,8,2,0,0,0,0,none
1104-0173,TRUE,source_of_water_supply,health_water-source,arsenic,total,ug/l,4,2,0,0,0,0,none
1104-0173,TRUE,source_of_water_supply,health_water-source,chloride,total,ug/l,2,1,0,0,0,0,none
1104-0173,TRUE,source_of_water_supply,health_water-source,nitrate,total,ug/l,2,1,0,0,0,0,none
1104-0173,TRUE,source_of_water_supply,health_water-source,nitrate_nitrite,total,ug/l,8,2,0,0,0,0,none
1104-0173,TRUE,source_of_water_supply,health_water-source,nitrite,total,ug/l,2,1,0,0,0,0,none
1104-0173,TRUE,source_of_water_supply,health_water-source,sulfate,total,ug/l,7,2,0,0,0,0,none
1104-0182,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,2,1,0,0,0,2,none
1104-0182,TRUE,fishing,aquatic_chronic,nitrite,total,ug/l,2,1,0,0,0,0,none
1104-0182,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,1,1,0,0,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
1104-0182,TRUE,fishing,none,ph,total,ph_units,1,1,0,0,0,0,none
1104-0182,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1104-0182,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1104-0187,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,2,1,0,0,0,2,none
1104-0193,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,56,10,0,0,0,56,none
1104-0193,FALSE,fishing,aquatic_chronic,nitrite,total,ug/l,13,2,0,0,0,0,none
1104-0193,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,59,11,1,1,0,0,none
1104-0193,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,59,11,1,1,0,0,none
1104-0193,FALSE,source_of_water_supply,health_water-source,ammonia,total,ug/l,56,10,0,0,0,0,none
1104-0193,FALSE,source_of_water_supply,health_water-source,nitrate_nitrite,total,ug/l,64,11,0,0,0,0,none
1104-0193,FALSE,source_of_water_supply,health_water-source,nitrite,total,ug/l,13,2,0,0,0,0,none
1104-0193,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,56,10,0,0,0,56,none
1104-0193,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,49,9,0,0,0,0,none
1104-0193,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,49,9,0,0,0,0,none
1104-0193,TRUE,source_of_water_supply,health_water-source,ammonia,total,ug/l,56,10,0,0,0,0,none
1104-0193,TRUE,source_of_water_supply,health_water-source,chloride,total,ug/l,16,8,0,0,0,0,none
1104-0193,TRUE,source_of_water_supply,health_water-source,nitrate_nitrite,total,ug/l,45,9,0,0,0,0,none
1104-0200,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1104-0200,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1104-0200,FALSE,source_of_water_supply,health_water-source,magnesium,total,ug/l,1,1,0,0,0,0,none
1104-0200,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,1,1,0,0,0,1,none
1104-0200,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,1,1,1,1,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
1104-0200,TRUE,fishing,none,ph,total,ph_units,1,1,0,0,0,0,none
1104-0200,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1104-0200,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1104-0200,TRUE,source_of_water_supply,aesthetic_water-supply,iron,total,ug/l,1,1,0,0,0,0,none
1104-0200,TRUE,source_of_water_supply,aesthetic_water-supply,manganese,total,ug/l,1,1,0,0,0,0,none
1104-0200,TRUE,source_of_water_supply,health_water-source,ammonia,total,ug/l,1,1,0,0,0,0,none
1104-0200,TRUE,source_of_water_supply,health_water-source,arsenic,total,ug/l,1,1,0,0,0,0,none
1104-0200,TRUE,source_of_water_supply,health_water-source,chloride,total,ug/l,1,1,0,0,0,0,none
1104-0200,TRUE,source_of_water_supply,health_water-source,magnesium,total,ug/l,1,1,0,0,0,0,none
1104-0200,TRUE,source_of_water_supply,health_water-source,nitrate_nitrite,total,ug/l,1,1,0,0,0,0,none
1104-0200,TRUE,source_of_water_supply,health_water-source,sulfate,total,ug/l,1,1,0,0,0,0,none
1104-0203,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,2,1,0,0,0,2,none
1104-0203,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1104-0203,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1104-0203,FALSE,source_of_water_supply,health_water-source,ammonia,total,ug/l,2,1,0,0,0,0,none
1104-0203,FALSE,source_of_water_supply,health_water-source,magnesium,total,ug/l,2,1,0,0,0,0,none
1104-0203,FALSE,source_of_water_supply,health_water-source,nitrate_nitrite,total,ug/l,2,1,0,0,0,0,none
1104-0205,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,107,10,0,0,0,107,none
1104-0205,FALSE,fishing,aquatic_chronic,nitrite,total,ug/l,12,2,0,0,0,0,none
1104-0205,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,116,16,2,2,0,0,none
1104-0205,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,116,16,2,2,0,0,none
1104-0205,FALSE,source_of_water_supply,aesthetic_water-supply,iron,total,ug/l,3,2,0,0,0,0,none
1104-0205,FALSE,source_of_water_supply,aesthetic_water-supply,manganese,total,ug/l,1,1,0,0,0,0,none
1104-0205,FALSE,source_of_water_supply,health_water-source,ammonia,total,ug/l,107,10,0,0,0,0,none
1104-0205,FALSE,source_of_water_supply,health_water-source,arsenic,total,ug/l,3,2,0,0,0,0,none
1104-0205,FALSE,source_of_water_supply,health_water-source,chloride,total,ug/l,1,1,0,0,0,0,none
1104-0205,FALSE,source_of_water_supply,health_water-source,magnesium,total,ug/l,1,1,0,0,0,0,none
1104-0205,FALSE,source_of_water_supply,health_water-source,nitrate_nitrite,total,ug/l,124,16,0,0,0,0,none
1104-0205,FALSE,source_of_water_supply,health_water-source,nitrite,total,ug/l,12,2,0,0,0,0,none
1104-0205,FALSE,source_of_water_supply,health_water-source,sulfate,total,ug/l,1,1,0,0,0,0,none
1104-0205,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,70,8,0,0,0,70,none
1104-0205,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,57,8,0,0,0,0,none
1104-0205,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,57,8,0,0,0,0,none
1104-0205,TRUE,source_of_water_supply,health_water-source,ammonia,total,ug/l,70,8,0,0,0,0,none
1104-0205,TRUE,source_of_water_supply,health_water-source,chloride,total,ug/l,14,6,0,0,0,0,none
1104-0205,TRUE,source_of_water_supply,health_water-source,nitrate_nitrite,total,ug/l,44,7,0,0,0,0,none
1104-0207,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1104-0207,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1104-0207,FALSE,source_of_water_supply,health_water-source,magnesium,total,ug/l,2,1,0,0,0,0,none
1104-0207,FALSE,source_of_water_supply,health_water-source,nitrate_nitrite,total,ug/l,2,1,0,0,0,0,none
1104-0212,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,1,1,0,0,0,1,none
1104-0212,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1104-0212,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1104-0219,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,1,1,0,0,0,1,none
1104-0219,FALSE,source_of_water_supply,health_water-source,ammonia,total,ug/l,1,1,0,0,0,0,none
1104-0219,FALSE,source_of_water_supply,health_water-source,magnesium,total,ug/l,2,1,0,0,0,0,none
1104-0219,FALSE,source_of_water_supply,health_water-source,nitrate_nitrite,total,ug/l,1,1,0,0,0,0,none
1104-0230,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,2,1,0,0,0,2,none
1104-0230,TRUE,fishing,aquatic_chronic,nitrite,total,ug/l,2,1,0,0,0,0,none
1104-0230,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,2,2,0,0,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
1104-0230,TRUE,fishing,none,ph,total,ph_units,2,2,0,0,0,0,none
1104-0230,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1104-0230,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1104-0230,TRUE,source_of_water_supply,aesthetic_water-supply,iron,total,ug/l,1,1,0,0,0,0,none
1104-0230,TRUE,source_of_water_supply,aesthetic_water-supply,manganese,total,ug/l,1,1,0,0,0,0,none
1104-0230,TRUE,source_of_water_supply,health_water-source,ammonia,total,ug/l,2,1,0,0,0,0,none
1104-0230,TRUE,source_of_water_supply,health_water-source,arsenic,total,ug/l,2,1,0,0,0,0,none
1104-0230,TRUE,source_of_water_supply,health_water-source,chloride,total,ug/l,2,1,0,0,0,0,none
1104-0230,TRUE,source_of_water_supply,health_water-source,magnesium,total,ug/l,2,1,0,0,0,0,none
1104-0230,TRUE,source_of_water_supply,health_water-source,nitrate,total,ug/l,2,1,0,0,0,0,none
1104-0230,TRUE,source_of_water_supply,health_water-source,nitrate_nitrite,total,ug/l,2,1,0,0,0,0,none
1104-0230,TRUE,source_of_water_supply,health_water-source,nitrite,total,ug/l,2,1,0,0,0,0,none
1104-0230,TRUE,source_of_water_supply,health_water-source,sulfate,total,ug/l,2,1,0,0,0,0,none
1104-0232,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,174,9,0,0,0,174,none
1104-0232,FALSE,fishing,aquatic_chronic,nitrite,total,ug/l,32,2,0,0,0,0,none
1104-0232,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,125,9,1,1,0,0,none
1104-0232,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,125,9,1,1,0,0,none
1104-0232,FALSE,source_of_water_supply,aesthetic_water-supply,iron,total,ug/l,4,2,4,2,0,0,none
1104-0232,FALSE,source_of_water_supply,aesthetic_water-supply,manganese,total,ug/l,4,2,4,2,0,0,none
1104-0232,FALSE,source_of_water_supply,health_water-source,ammonia,total,ug/l,174,9,0,0,0,0,none
1104-0232,FALSE,source_of_water_supply,health_water-source,arsenic,total,ug/l,9,3,0,0,0,0,none
1104-0232,FALSE,source_of_water_supply,health_water-source,nitrate_nitrite,total,ug/l,153,9,0,0,0,0,none
1104-0232,FALSE,source_of_water_supply,health_water-source,nitrite,total,ug/l,32,2,0,0,0,0,none
1104-0232,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,8,2,0,0,0,8,none
1104-0232,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,1,1,2,1,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
1104-0232,TRUE,fishing,none,ph,total,ph_units,1,1,0,0,0,0,none
1104-0232,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,7,2,0,0,0,0,none
1104-0232,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,7,2,0,0,0,0,none
1104-0232,TRUE,source_of_water_supply,aesthetic_water-supply,iron,total,ug/l,1,1,0,0,0,0,none
1104-0232,TRUE,source_of_water_supply,aesthetic_water-supply,manganese,total,ug/l,1,1,0,0,0,0,none
1104-0232,TRUE,source_of_water_supply,health_water-source,ammonia,total,ug/l,8,2,0,0,0,0,none
1104-0232,TRUE,source_of_water_supply,health_water-source,arsenic,total,ug/l,2,1,0,0,0,0,none
1104-0232,TRUE,source_of_water_supply,health_water-source,chloride,total,ug/l,2,1,0,0,0,0,none
1104-0232,TRUE,source_of_water_supply,health_water-source,magnesium,total,ug/l,2,1,0,0,0,0,none
1104-0232,TRUE,source_of_water_supply,health_water-source,nitrate_nitrite,total,ug/l,5,2,0,0,0,0,none
1104-0232,TRUE,source_of_water_supply,health_water-source,sulfate,total,ug/l,2,1,0,0,0,0,none
1104-0233,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,2,1,0,0,0,2,none
1104-0233,TRUE,fishing,aquatic_chronic,nitrite,total,ug/l,2,1,0,0,0,0,none
1104-0233,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,1,1,2,1,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
1104-0233,TRUE,fishing,none,ph,total,ph_units,1,1,0,0,0,0,none
1104-0234,FALSE,source_of_water_supply,health_water-source,magnesium,total,ug/l,2,1,0,0,0,0,none
1104-0235,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,128,12,0,0,0,128,none
1104-0235,FALSE,fishing,aquatic_chronic,nitrite,total,ug/l,16,2,0,0,0,0,none
1104-0235,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,99,14,0,0,0,0,none
1104-0235,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,99,14,0,0,0,0,none
1104-0235,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,133,10,0,0,0,133,none
1104-0235,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,1,1,0,0,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
1104-0235,TRUE,fishing,none,ph,total,ph_units,1,1,0,0,0,0,none
1104-0235,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,61,9,0,0,0,0,none
1104-0235,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,61,9,0,0,0,0,none
1104-0236,TRUE,fishing,aquatic_acute,arsenic,dissolved,ug/l,1,1,0,0,0,0,none
1104-0236,TRUE,fishing,aquatic_acute,copper,dissolved,ug/l,2,1,0,0,0,0,none
1104-0236,TRUE,fishing,aquatic_acute,nickel,dissolved,ug/l,2,1,0,0,0,0,none
1104-0236,TRUE,fishing,aquatic_acute,zinc,dissolved,ug/l,2,1,0,0,0,0,none
1104-0236,TRUE,fishing,aquatic_chronic,aluminum,dissolved,ug/l,2,1,0,0,0,0,none
1104-0236,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,2,1,0,0,0,2,none
1104-0236,TRUE,fishing,aquatic_chronic,arsenic,dissolved,ug/l,1,1,0,0,0,0,none
1104-0236,TRUE,fishing,aquatic_chronic,copper,dissolved,ug/l,2,1,0,0,0,0,none
1104-0236,TRUE,fishing,aquatic_chronic,nickel,dissolved,ug/l,2,1,0,0,0,0,none
1104-0236,TRUE,fishing,aquatic_chronic,nitrite,total,ug/l,2,1,0,0,0,0,none
1104-0236,TRUE,fishing,aquatic_chronic,zinc,dissolved,ug/l,2,1,0,0,0,0,none
1104-0236,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,1,1,0,0,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
1104-0236,TRUE,fishing,none,ph,total,ph_units,1,1,0,0,0,0,none
1104-0236,TRUE,fishing,none,total_dissolved_solids,dissolved,mg/l,2,1,0,0,0,0,none
1104-0236,TRUE,secondary_contact_recreation,none,total_dissolved_solids,dissolved,mg/l,2,1,0,0,0,0,none
1104-0236,TRUE,primary_contact_recreation,none,total_dissolved_solids,dissolved,mg/l,2,1,0,0,0,0,none
1104-0236,TRUE,source_of_water_supply,none,total_dissolved_solids,dissolved,mg/l,2,1,0,0,0,0,none
1104-0236,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1104-0236,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1104-0236,TRUE,source_of_water_supply,aesthetic_water-supply,iron,total,ug/l,2,1,0,0,0,0,none
1104-0236,TRUE,source_of_water_supply,aesthetic_water-supply,manganese,total,ug/l,2,1,0,0,0,0,none
1104-0236,TRUE,source_of_water_supply,health_water-source,ammonia,total,ug/l,2,1,0,0,0,0,none
1104-0236,TRUE,source_of_water_supply,health_water-source,arsenic,total,ug/l,1,1,0,0,0,0,none
1104-0236,TRUE,source_of_water_supply,health_water-source,chloride,total,ug/l,2,1,0,0,0,0,none
1104-0236,TRUE,source_of_water_supply,health_water-source,copper,total,ug/l,2,1,0,0,0,0,none
1104-0236,TRUE,source_of_water_supply,health_water-source,magnesium,total,ug/l,2,1,0,0,0,0,none
1104-0236,TRUE,source_of_water_supply,health_water-source,nickel,total,ug/l,2,1,0,0,0,0,none
1104-0236,TRUE,source_of_water_supply,health_water-source,nitrate,total,ug/l,4,1,0,0,0,0,none
1104-0236,TRUE,source_of_water_supply,health_water-source,nitrite,total,ug/l,2,1,0,0,0,0,none
1104-0236,TRUE,source_of_water_supply,health_water-source,sulfate,total,ug/l,2,1,0,0,0,0,none
1104-0238,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,1,1,0,0,0,1,none
1104-0238,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,1,1,0,0,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
1104-0238,TRUE,fishing,none,ph,total,ph_units,1,1,0,0,0,0,none
1104-0238,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1104-0238,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1104-0240,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,1,1,0,0,0,1,none
1104-0240,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,1,1,2,1,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
1104-0240,TRUE,fishing,none,ph,total,ph_units,1,1,0,0,0,0,none
1104-0252,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,1,1,2,1,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
1104-0252,TRUE,fishing,none,ph,total,ph_units,1,1,1,1,0,0,none
1104-0255,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,31,7,0,0,0,0,none
1104-0255,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,31,7,0,0,0,0,none
1104-0255,FALSE,source_of_water_supply,health_water-source,nitrate_nitrite,total,ug/l,31,7,0,0,0,0,none
1104-0255,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,6,1,0,0,0,6,none
1104-0255,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,4,1,4,1,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
